order_item_id,order_id,product_id,quantity,unit_price
OI012965,O01694,P038,1,452.1
OI012966,O01039,P038,2,452.1
OI012967,O07888,P008,1,250.99
OI012968,O01055,P042,3,412.79
OI012969,O03642,P025,2,113.89
OI012970,O00035,P012,1,77.76
OI012971,O05026,P049,3,487.24
OI012972,O03429,P035,3,460.91
OI012973,O06703,P015,1,171.09
OI012974,O01712,P044,3,459.43
OI012975,O07661,P040,3,49.2
OI012976,O03545,P018,2,411.57
OI012977,O01055,P039,2,463.69
OI012978,O01642,P015,1,171.09
OI012979,O03745,P027,3,289.15
OI012980,O02575,P023,1,48.88
OI012981,O04486,P003,1,118.59
OI012982,O01037,P033,3,148.91
OI012983,O02722,P014,3,385.11
OI012984,O06382,P003,3,118.59
OI012985,O02597,P007,1,367.49
OI012986,O03184,P004,2,32.68
OI012987,O00392,P040,2,49.2
OI012988,O02606,P009,1,385.0
OI012989,O03546,P047,2,57.61
OI012990,O01217,P045,2,127.95
OI012991,O01526,P025,2,113.89
OI012992,O00708,P007,3,367.49
OI012993,O07278,P019,3,379.83
OI012994,O07019,P030,3,307.18
OI012995,O03379,P014,2,385.11
OI012996,O02337,P001,1,434.87
OI012997,O07202,P009,2,385.0
OI012998,O03318,P006,1,150.34
OI012999,O07275,P040,1,49.2
OI013000,O02617,P015,3,171.09
OI013001,O06045,P047,2,57.61
OI013002,O03001,P015,2,171.09
OI013003,O06489,P032,2,332.9
OI013004,O00510,P014,3,385.11
OI013005,O05296,P027,2,289.15
OI013006,O07272,P019,1,379.83
OI013007,O01019,P021,3,138.44
OI013008,O06440,P048,1,148.8
OI013009,O01812,P021,1,138.44
OI013010,O06681,P006,3,150.34
OI013011,O01760,P035,1,460.91
OI013012,O02527,P003,2,118.59
OI013013,O05166,P028,3,195.09
OI013014,O01892,P042,2,412.79
OI013015,O02764,P019,1,379.83
OI013016,O07106,P017,1,129.35
OI013017,O02509,P040,1,49.2
OI013018,O06818,P043,3,168.2
OI013019,O07748,P010,2,256.1
OI013020,O00914,P044,3,459.43
OI013021,O03232,P030,3,307.18
OI013022,O03403,P023,3,48.88
OI013023,O01165,P026,1,72.75
OI013024,O04285,P027,3,289.15
OI013025,O01723,P003,2,118.59
OI013026,O03708,P033,1,148.91
OI013027,O05440,P022,2,106.63
OI013028,O04792,P027,3,289.15
OI013029,O02408,P003,3,118.59
OI013030,O05885,P025,1,113.89
OI013031,O03860,P006,3,150.34
OI013032,O04164,P036,1,175.07
OI013033,O07289,P046,2,434.05
OI013034,O04707,P033,3,148.91
OI013035,O04759,P022,1,106.63
OI013036,O04575,P025,3,113.89
OI013037,O07670,P004,1,32.68
OI013038,O03722,P019,2,379.83
OI013039,O02478,P014,3,385.11
OI013040,O02966,P020,3,314.35
OI013041,O02706,P005,3,87.63
OI013042,O00573,P042,1,412.79
OI013043,O03498,P018,1,411.57
OI013044,O07388,P006,2,150.34
OI013045,O02063,P037,2,33.11
OI013046,O04276,P018,1,411.57
OI013047,O01087,P009,2,385.0
OI013048,O02822,P007,3,367.49
OI013049,O00373,P003,2,118.59
OI013050,O01217,P045,3,127.95
OI013051,O03521,P016,2,181.07
OI013052,O00083,P018,2,411.57
OI013053,O03891,P034,1,409.57
OI013054,O01783,P038,1,452.1
OI013055,O02233,P015,1,171.09
OI013056,O00206,P027,1,289.15
OI013057,O02767,P030,3,307.18
OI013058,O01351,P023,2,48.88
OI013059,O02299,P001,2,434.87
OI013060,O07629,P040,3,49.2
OI013061,O04665,P042,1,412.79
OI013062,O07412,P050,3,134.82
OI013063,O02274,P007,3,367.49
OI013064,O04992,P008,1,250.99
OI013065,O04709,P017,3,129.35
OI013066,O04831,P016,1,181.07
OI013067,O07982,P005,3,87.63
OI013068,O03909,P013,2,393.87
OI013069,O05447,P045,1,127.95
OI013070,O05921,P014,3,385.11
OI013071,O03526,P006,2,150.34
OI013072,O00820,P038,3,452.1
OI013073,O00624,P044,2,459.43
OI013074,O04698,P013,2,393.87
OI013075,O07261,P034,3,409.57
OI013076,O06045,P001,3,434.87
OI013077,O01427,P045,1,127.95
OI013078,O06483,P045,3,127.95
OI013079,O07634,P034,3,409.57
OI013080,O00967,P012,3,77.76
OI013081,O01905,P035,1,460.91
OI013082,O06682,P047,3,57.61
OI013083,O03498,P004,2,32.68
OI013084,O03698,P038,1,452.1
OI013085,O04237,P001,2,434.87
OI013086,O01249,P002,2,108.31
OI013087,O03474,P002,3,108.31
OI013088,O02960,P005,2,87.63
OI013089,O05912,P048,1,148.8
OI013090,O03653,P001,2,434.87
OI013091,O01628,P006,3,150.34
OI013092,O04436,P042,1,412.79
OI013093,O06548,P033,2,148.91
OI013094,O05643,P026,2,72.75
OI013095,O04895,P014,1,385.11
OI013096,O05637,P048,1,148.8
OI013097,O06584,P011,3,288.91
OI013098,O01963,P008,1,250.99
OI013099,O01089,P048,2,148.8
OI013100,O03243,P038,3,452.1
OI013101,O05184,P041,2,27.35
OI013102,O03055,P029,3,236.35
OI013103,O07340,P019,3,379.83
OI013104,O01126,P038,2,452.1
OI013105,O03205,P010,2,256.1
OI013106,O00273,P028,2,195.09
OI013107,O00488,P039,1,463.69
OI013108,O05229,P038,1,452.1
OI013109,O05887,P003,3,118.59
OI013110,O05755,P048,1,148.8
OI013111,O02636,P046,1,434.05
OI013112,O02916,P045,1,127.95
OI013113,O05375,P044,2,459.43
OI013114,O07055,P014,2,385.11
OI013115,O01149,P011,1,288.91
OI013116,O05764,P033,3,148.91
OI013117,O02748,P036,3,175.07
OI013118,O06889,P005,3,87.63
OI013119,O06538,P021,3,138.44
OI013120,O07590,P005,2,87.63
OI013121,O02475,P024,3,46.67
OI013122,O07650,P023,2,48.88
OI013123,O04279,P044,3,459.43
OI013124,O01523,P019,3,379.83
OI013125,O05461,P007,1,367.49
OI013126,O07158,P042,3,412.79
OI013127,O07248,P039,1,463.69
OI013128,O00810,P010,1,256.1
OI013129,O01020,P048,1,148.8
OI013130,O05359,P002,1,108.31
OI013131,O01849,P003,1,118.59
OI013132,O01670,P016,1,181.07
OI013133,O02989,P048,3,148.8
OI013134,O03873,P020,2,314.35
OI013135,O06957,P029,2,236.35
OI013136,O01378,P047,3,57.61
OI013137,O05666,P030,2,307.18
OI013138,O01392,P013,2,393.87
OI013139,O01185,P036,3,175.07
OI013140,O04394,P049,1,487.24
OI013141,O02777,P008,2,250.99
OI013142,O06733,P018,1,411.57
OI013143,O03995,P030,1,307.18
OI013144,O03951,P041,1,27.35
OI013145,O05072,P020,2,314.35
OI013146,O02960,P046,2,434.05
OI013147,O07451,P004,2,32.68
OI013148,O06056,P002,3,108.31
OI013149,O01928,P016,1,181.07
OI013150,O06228,P018,3,411.57
OI013151,O04665,P035,1,460.91
OI013152,O03690,P013,2,393.87
OI013153,O00303,P039,1,463.69
OI013154,O06903,P038,3,452.1
OI013155,O01697,P042,3,412.79
OI013156,O06150,P011,1,288.91
OI013157,O02472,P004,3,32.68
OI013158,O06941,P023,2,48.88
OI013159,O03297,P044,3,459.43
OI013160,O02417,P018,1,411.57
OI013161,O01209,P032,3,332.9
OI013162,O02233,P028,1,195.09
OI013163,O01394,P024,3,46.67
OI013164,O00085,P037,1,33.11
OI013165,O06234,P012,2,77.76
OI013166,O00774,P044,2,459.43
OI013167,O06577,P044,1,459.43
OI013168,O02867,P016,3,181.07
OI013169,O05652,P048,2,148.8
OI013170,O02154,P006,2,150.34
OI013171,O01106,P044,1,459.43
OI013172,O01185,P020,1,314.35
OI013173,O02854,P009,1,385.0
OI013174,O06987,P019,2,379.83
OI013175,O06170,P030,2,307.18
OI013176,O02002,P029,2,236.35
OI013177,O04116,P020,1,314.35
OI013178,O04351,P024,2,46.67
OI013179,O07774,P022,1,106.63
OI013180,O07163,P047,2,57.61
OI013181,O00623,P010,3,256.1
OI013182,O01064,P039,3,463.69
OI013183,O06578,P007,2,367.49
OI013184,O03221,P026,2,72.75
OI013185,O06627,P015,3,171.09
OI013186,O00923,P029,1,236.35
OI013187,O01973,P023,2,48.88
OI013188,O05513,P036,3,175.07
OI013189,O05057,P048,2,148.8
OI013190,O06815,P016,1,181.07
OI013191,O02361,P039,3,463.69
OI013192,O06450,P034,2,409.57
OI013193,O04348,P006,3,150.34
OI013194,O01643,P012,3,77.76
OI013195,O01620,P029,2,236.35
OI013196,O05326,P049,1,487.24
OI013197,O06539,P036,1,175.07
OI013198,O04189,P029,1,236.35
OI013199,O01171,P012,2,77.76
OI013200,O04260,P043,3,168.2
OI013201,O04545,P012,1,77.76
OI013202,O06949,P006,2,150.34
OI013203,O05628,P030,3,307.18
OI013204,O05982,P034,3,409.57
OI013205,O07335,P024,3,46.67
OI013206,O06626,P050,3,134.82
OI013207,O02308,P008,2,250.99
OI013208,O02594,P044,3,459.43
OI013209,O03704,P030,3,307.18
OI013210,O01983,P015,1,171.09
OI013211,O02700,P009,1,385.0
OI013212,O06653,P045,1,127.95
OI013213,O04847,P035,1,460.91
OI013214,O04952,P015,1,171.09
OI013215,O01602,P018,2,411.57
OI013216,O03219,P016,2,181.07
OI013217,O03557,P042,2,412.79
OI013218,O04565,P013,3,393.87
OI013219,O06548,P011,2,288.91
OI013220,O05865,P005,3,87.63
OI013221,O04051,P003,3,118.59
OI013222,O01136,P003,3,118.59
OI013223,O06193,P047,2,57.61
OI013224,O02106,P050,3,134.82
OI013225,O04177,P014,1,385.11
OI013226,O07291,P013,3,393.87
OI013227,O03515,P027,1,289.15
OI013228,O02969,P034,2,409.57
OI013229,O07344,P031,1,338.07
OI013230,O02859,P023,1,48.88
OI013231,O06595,P002,2,108.31
OI013232,O04455,P050,1,134.82
OI013233,O07683,P012,3,77.76
OI013234,O01929,P007,2,367.49
OI013235,O00377,P009,1,385.0
OI013236,O02934,P037,1,33.11
OI013237,O00824,P018,2,411.57
OI013238,O04124,P016,2,181.07
OI013239,O04429,P025,3,113.89
OI013240,O07610,P015,2,171.09
OI013241,O03050,P039,3,463.69
OI013242,O02559,P023,2,48.88
OI013243,O03478,P004,3,32.68
OI013244,O06564,P019,2,379.83
OI013245,O01373,P008,2,250.99
OI013246,O00112,P025,2,113.89
OI013247,O05845,P040,1,49.2
OI013248,O02993,P004,3,32.68
OI013249,O06433,P043,2,168.2
OI013250,O00125,P045,1,127.95
OI013251,O03034,P050,2,134.82
OI013252,O03837,P007,1,367.49
OI013253,O02499,P046,1,434.05
OI013254,O02747,P027,1,289.15
OI013255,O03965,P044,3,459.43
OI013256,O07100,P022,1,106.63
OI013257,O01855,P014,2,385.11
OI013258,O01972,P033,2,148.91
OI013259,O05688,P024,3,46.67
OI013260,O07461,P030,3,307.18
OI013261,O06332,P045,3,127.95
OI013262,O06862,P040,3,49.2
OI013263,O07163,P031,2,338.07
OI013264,O07657,P022,3,106.63
OI013265,O07029,P044,1,459.43
OI013266,O04488,P008,1,250.99
OI013267,O01119,P042,3,412.79
OI013268,O02066,P033,2,148.91
OI013269,O04903,P030,3,307.18
OI013270,O00363,P043,1,168.2
OI013271,O07200,P028,1,195.09
OI013272,O03284,P008,2,250.99
OI013273,O01410,P023,1,48.88
OI013274,O02429,P023,1,48.88
OI013275,O02267,P019,1,379.83
OI013276,O03793,P044,1,459.43
OI013277,O03907,P014,3,385.11
OI013278,O05296,P029,1,236.35
OI013279,O01373,P023,1,48.88
OI013280,O00813,P039,1,463.69
OI013281,O02481,P001,1,434.87
OI013282,O00215,P026,3,72.75
OI013283,O06432,P030,1,307.18
OI013284,O06278,P032,3,332.9
OI013285,O04019,P003,2,118.59
OI013286,O06792,P010,2,256.1
OI013287,O01985,P014,1,385.11
OI013288,O05319,P030,3,307.18
OI013289,O03213,P010,1,256.1
OI013290,O01357,P035,2,460.91
OI013291,O02740,P016,3,181.07
OI013292,O02390,P048,2,148.8
OI013293,O05768,P017,2,129.35
OI013294,O05725,P036,3,175.07
OI013295,O01929,P033,2,148.91
OI013296,O03946,P040,3,49.2
OI013297,O02212,P016,3,181.07
OI013298,O05463,P001,2,434.87
OI013299,O04950,P011,2,288.91
OI013300,O01807,P032,1,332.9
OI013301,O07262,P004,2,32.68
OI013302,O05557,P042,2,412.79
OI013303,O07030,P010,2,256.1
OI013304,O07279,P037,2,33.11
OI013305,O06174,P048,3,148.8
OI013306,O05548,P042,3,412.79
OI013307,O04055,P004,1,32.68
OI013308,O07689,P049,1,487.24
OI013309,O04458,P014,2,385.11
OI013310,O06824,P006,2,150.34
OI013311,O06958,P002,3,108.31
OI013312,O06194,P001,1,434.87
OI013313,O00251,P006,1,150.34
OI013314,O00783,P047,1,57.61
OI013315,O05525,P029,2,236.35
OI013316,O06087,P018,3,411.57
OI013317,O05799,P024,2,46.67
OI013318,O04720,P042,1,412.79
OI013319,O01596,P041,2,27.35
OI013320,O00747,P031,2,338.07
OI013321,O03306,P034,2,409.57
OI013322,O04672,P022,1,106.63
OI013323,O04302,P003,2,118.59
OI013324,O07999,P040,3,49.2
OI013325,O00894,P032,3,332.9
OI013326,O04349,P007,1,367.49
OI013327,O07384,P012,3,77.76
OI013328,O04256,P014,3,385.11
OI013329,O04803,P044,2,459.43
OI013330,O01924,P018,2,411.57
OI013331,O07035,P022,2,106.63
OI013332,O06795,P016,2,181.07
OI013333,O02857,P016,1,181.07
OI013334,O07988,P029,1,236.35
OI013335,O01975,P014,1,385.11
OI013336,O01138,P028,3,195.09
OI013337,O07632,P005,3,87.63
OI013338,O02272,P039,2,463.69
OI013339,O03218,P014,3,385.11
OI013340,O06194,P049,3,487.24
OI013341,O07691,P016,2,181.07
OI013342,O03929,P035,1,460.91
OI013343,O00815,P046,3,434.05
OI013344,O07882,P023,1,48.88
OI013345,O02125,P039,1,463.69
OI013346,O07021,P006,2,150.34
OI013347,O04977,P040,3,49.2
OI013348,O01041,P033,1,148.91
OI013349,O02776,P028,1,195.09
OI013350,O03918,P018,3,411.57
OI013351,O03106,P006,1,150.34
OI013352,O04119,P009,2,385.0
OI013353,O05016,P044,3,459.43
OI013354,O05300,P020,1,314.35
OI013355,O07966,P049,2,487.24
OI013356,O01718,P012,3,77.76
OI013357,O05453,P045,1,127.95
OI013358,O02607,P002,3,108.31
OI013359,O00507,P029,1,236.35
OI013360,O05703,P029,3,236.35
OI013361,O05237,P006,2,150.34
OI013362,O07362,P011,2,288.91
OI013363,O02104,P001,2,434.87
OI013364,O00022,P047,1,57.61
OI013365,O05345,P037,2,33.11
OI013366,O02714,P038,3,452.1
OI013367,O07134,P034,1,409.57
OI013368,O03154,P016,1,181.07
OI013369,O07344,P037,2,33.11
OI013370,O00966,P040,1,49.2
OI013371,O05931,P027,1,289.15
OI013372,O03295,P022,1,106.63
OI013373,O05254,P038,3,452.1
OI013374,O04672,P029,2,236.35
OI013375,O03163,P016,2,181.07
OI013376,O01337,P011,2,288.91
OI013377,O05715,P037,1,33.11
OI013378,O02975,P007,1,367.49
OI013379,O01626,P002,2,108.31
OI013380,O05240,P028,1,195.09
OI013381,O02681,P027,1,289.15
OI013382,O07212,P022,1,106.63
OI013383,O05246,P019,1,379.83
OI013384,O01379,P021,3,138.44
OI013385,O01802,P002,2,108.31
OI013386,O01110,P024,2,46.67
OI013387,O02345,P048,3,148.8
OI013388,O07182,P021,3,138.44
OI013389,O06330,P003,3,118.59
OI013390,O07590,P048,2,148.8
OI013391,O02484,P048,3,148.8
OI013392,O07590,P019,2,379.83
OI013393,O01171,P042,1,412.79
OI013394,O03186,P038,3,452.1
OI013395,O03441,P024,1,46.67
OI013396,O01126,P005,3,87.63
OI013397,O01899,P011,1,288.91
OI013398,O01897,P005,2,87.63
OI013399,O00474,P024,1,46.67
OI013400,O03981,P029,2,236.35
OI013401,O07210,P010,3,256.1
OI013402,O02401,P029,1,236.35
OI013403,O05208,P050,2,134.82
OI013404,O06525,P023,2,48.88
OI013405,O07459,P035,2,460.91
OI013406,O07377,P038,1,452.1
OI013407,O01001,P032,2,332.9
OI013408,O04115,P006,1,150.34
OI013409,O05211,P041,2,27.35
OI013410,O07656,P002,2,108.31
OI013411,O05649,P014,1,385.11
OI013412,O06265,P007,1,367.49
OI013413,O06561,P008,2,250.99
OI013414,O01274,P006,1,150.34
OI013415,O06042,P041,2,27.35
OI013416,O02210,P030,2,307.18
OI013417,O03997,P020,2,314.35
OI013418,O04465,P037,3,33.11
OI013419,O06801,P011,1,288.91
OI013420,O00811,P032,1,332.9
OI013421,O01986,P025,2,113.89
OI013422,O01362,P040,1,49.2
OI013423,O02297,P021,2,138.44
OI013424,O03496,P003,3,118.59
OI013425,O00358,P030,1,307.18
OI013426,O05559,P016,3,181.07
OI013427,O03772,P035,2,460.91
OI013428,O00159,P002,1,108.31
OI013429,O07872,P023,3,48.88
OI013430,O00015,P021,3,138.44
OI013431,O01655,P016,3,181.07
OI013432,O04571,P010,3,256.1
OI013433,O06590,P009,1,385.0
OI013434,O06081,P021,1,138.44
OI013435,O03702,P047,3,57.61
OI013436,O03536,P041,3,27.35
OI013437,O07014,P003,1,118.59
OI013438,O04599,P009,2,385.0
OI013439,O06370,P025,3,113.89
OI013440,O06210,P010,2,256.1
OI013441,O03936,P020,1,314.35
OI013442,O05578,P018,1,411.57
OI013443,O07715,P014,3,385.11
OI013444,O01028,P012,3,77.76
OI013445,O06402,P023,2,48.88
OI013446,O07539,P048,1,148.8
OI013447,O02725,P041,3,27.35
OI013448,O02629,P049,3,487.24
OI013449,O04454,P027,3,289.15
OI013450,O01680,P027,2,289.15
OI013451,O07822,P031,1,338.07
OI013452,O07668,P025,3,113.89
OI013453,O06264,P005,3,87.63
OI013454,O03689,P046,1,434.05
OI013455,O01899,P036,1,175.07
OI013456,O03764,P041,1,27.35
OI013457,O04580,P023,1,48.88
OI013458,O04637,P050,3,134.82
OI013459,O02716,P030,2,307.18
OI013460,O00424,P048,2,148.8
OI013461,O07915,P022,3,106.63
OI013462,O00220,P031,1,338.07
OI013463,O04706,P028,3,195.09
OI013464,O07471,P048,3,148.8
OI013465,O05380,P036,2,175.07
OI013466,O01889,P021,2,138.44
OI013467,O06671,P031,2,338.07
OI013468,O06682,P025,2,113.89
OI013469,O06045,P004,3,32.68
OI013470,O06229,P030,3,307.18
OI013471,O03607,P025,2,113.89
OI013472,O07821,P008,2,250.99
OI013473,O05275,P005,3,87.63
OI013474,O02044,P030,1,307.18
OI013475,O05468,P009,2,385.0
OI013476,O07031,P008,3,250.99
OI013477,O07710,P016,2,181.07
OI013478,O00508,P046,1,434.05
OI013479,O07859,P032,3,332.9
OI013480,O03934,P010,3,256.1
OI013481,O07741,P042,1,412.79
OI013482,O05243,P013,3,393.87
OI013483,O06194,P013,3,393.87
OI013484,O00697,P006,1,150.34
OI013485,O03844,P022,1,106.63
OI013486,O02920,P019,1,379.83
OI013487,O05729,P043,1,168.2
OI013488,O05295,P043,1,168.2
OI013489,O04847,P038,1,452.1
OI013490,O02130,P048,2,148.8
OI013491,O07630,P033,2,148.91
OI013492,O05767,P048,3,148.8
OI013493,O05300,P046,3,434.05
OI013494,O07580,P023,3,48.88
OI013495,O07742,P018,1,411.57
OI013496,O03703,P046,3,434.05
OI013497,O03540,P035,3,460.91
OI013498,O07435,P042,2,412.79
OI013499,O07183,P018,3,411.57
OI013500,O02142,P048,1,148.8
OI013501,O02920,P034,3,409.57
OI013502,O04571,P004,1,32.68
OI013503,O05839,P045,1,127.95
OI013504,O02343,P027,2,289.15
OI013505,O02562,P018,2,411.57
OI013506,O02043,P050,2,134.82
OI013507,O07647,P026,2,72.75
OI013508,O03720,P015,1,171.09
OI013509,O06860,P028,1,195.09
OI013510,O04705,P011,3,288.91
OI013511,O01315,P033,2,148.91
OI013512,O04385,P019,2,379.83
OI013513,O05803,P013,2,393.87
OI013514,O05846,P028,1,195.09
OI013515,O00932,P026,1,72.75
OI013516,O02792,P029,3,236.35
OI013517,O07119,P013,3,393.87
OI013518,O04964,P009,2,385.0
OI013519,O06457,P035,1,460.91
OI013520,O05284,P049,3,487.24
OI013521,O05877,P045,1,127.95
OI013522,O07254,P048,1,148.8
OI013523,O07529,P022,2,106.63
OI013524,O02233,P028,1,195.09
OI013525,O00110,P013,3,393.87
OI013526,O00389,P012,2,77.76
OI013527,O02700,P024,3,46.67
OI013528,O03251,P005,2,87.63
OI013529,O01858,P041,3,27.35
OI013530,O01297,P030,2,307.18
OI013531,O01134,P001,1,434.87
OI013532,O07675,P015,3,171.09
OI013533,O03437,P028,1,195.09
OI013534,O00160,P015,2,171.09
OI013535,O06896,P020,1,314.35
OI013536,O03558,P037,2,33.11
OI013537,O05284,P018,2,411.57
OI013538,O05294,P014,2,385.11
OI013539,O03127,P003,3,118.59
OI013540,O04915,P037,1,33.11
OI013541,O04987,P024,2,46.67
OI013542,O02113,P011,2,288.91
OI013543,O05526,P038,1,452.1
OI013544,O01030,P041,3,27.35
OI013545,O04495,P021,2,138.44
OI013546,O06927,P006,2,150.34
OI013547,O04459,P014,2,385.11
OI013548,O05260,P040,3,49.2
OI013549,O02909,P016,1,181.07
OI013550,O06814,P005,1,87.63
OI013551,O01531,P029,2,236.35
OI013552,O04864,P019,2,379.83
OI013553,O06684,P014,3,385.11
OI013554,O04623,P023,1,48.88
OI013555,O06011,P044,1,459.43
OI013556,O01386,P048,2,148.8
OI013557,O01796,P022,3,106.63
OI013558,O05363,P015,1,171.09
OI013559,O01391,P015,2,171.09
OI013560,O05936,P003,1,118.59
OI013561,O01662,P034,1,409.57
OI013562,O01817,P010,1,256.1
OI013563,O02137,P032,3,332.9
OI013564,O03617,P034,2,409.57
OI013565,O00487,P040,1,49.2
OI013566,O07658,P034,1,409.57
OI013567,O04353,P045,1,127.95
OI013568,O01553,P017,1,129.35
OI013569,O03461,P008,2,250.99
OI013570,O07142,P014,1,385.11
OI013571,O06129,P019,1,379.83
OI013572,O00548,P044,2,459.43
OI013573,O02818,P020,2,314.35
OI013574,O06703,P032,1,332.9
OI013575,O03715,P037,2,33.11
OI013576,O05398,P018,1,411.57
OI013577,O02674,P035,1,460.91
OI013578,O06908,P027,3,289.15
OI013579,O07819,P028,1,195.09
OI013580,O07656,P011,2,288.91
OI013581,O01626,P040,3,49.2
OI013582,O06057,P032,3,332.9
OI013583,O01978,P021,2,138.44
OI013584,O02750,P022,2,106.63
OI013585,O04917,P022,3,106.63
OI013586,O06785,P041,3,27.35
OI013587,O05370,P018,3,411.57
OI013588,O07494,P010,1,256.1
OI013589,O07807,P021,3,138.44
OI013590,O07193,P016,1,181.07
OI013591,O07406,P038,1,452.1
OI013592,O00843,P014,3,385.11
OI013593,O00875,P036,1,175.07
OI013594,O05919,P028,1,195.09
OI013595,O07096,P014,2,385.11
OI013596,O02548,P008,3,250.99
OI013597,O02130,P038,2,452.1
OI013598,O07501,P044,2,459.43
OI013599,O02257,P014,1,385.11
OI013600,O07367,P010,3,256.1
OI013601,O07565,P043,3,168.2
OI013602,O07854,P014,2,385.11
OI013603,O03703,P013,1,393.87
OI013604,O05894,P028,1,195.09
OI013605,O00010,P012,1,77.76
OI013606,O01570,P037,2,33.11
OI013607,O06378,P033,1,148.91
OI013608,O07635,P022,1,106.63
OI013609,O02107,P050,3,134.82
OI013610,O01607,P050,3,134.82
OI013611,O06716,P011,1,288.91
OI013612,O01699,P005,3,87.63
OI013613,O03867,P010,1,256.1
OI013614,O04673,P020,2,314.35
OI013615,O05005,P002,3,108.31
OI013616,O05107,P009,3,385.0
OI013617,O02298,P015,3,171.09
OI013618,O03741,P040,2,49.2
OI013619,O03885,P047,1,57.61
OI013620,O02963,P001,3,434.87
OI013621,O06129,P003,1,118.59
OI013622,O04797,P010,1,256.1
OI013623,O07652,P003,1,118.59
OI013624,O06298,P047,3,57.61
OI013625,O02039,P007,1,367.49
OI013626,O01941,P012,1,77.76
OI013627,O02352,P023,1,48.88
OI013628,O00159,P017,3,129.35
OI013629,O01269,P029,1,236.35
OI013630,O06102,P048,1,148.8
OI013631,O01659,P018,3,411.57
OI013632,O02264,P014,3,385.11
OI013633,O03385,P041,3,27.35
OI013634,O01442,P044,2,459.43
OI013635,O01133,P043,3,168.2
OI013636,O04171,P032,3,332.9
OI013637,O03916,P029,2,236.35
OI013638,O02895,P036,3,175.07
OI013639,O02769,P038,1,452.1
OI013640,O05889,P044,2,459.43
OI013641,O01652,P048,2,148.8
OI013642,O02572,P044,1,459.43
OI013643,O04698,P033,3,148.91
OI013644,O06219,P013,1,393.87
OI013645,O05441,P042,2,412.79
OI013646,O06128,P008,2,250.99
OI013647,O02934,P016,3,181.07
OI013648,O03553,P006,1,150.34
OI013649,O05189,P026,1,72.75
OI013650,O00407,P018,1,411.57
OI013651,O02011,P033,3,148.91
OI013652,O05817,P010,3,256.1
OI013653,O05033,P020,3,314.35
OI013654,O01945,P045,3,127.95
OI013655,O05610,P030,3,307.18
OI013656,O02723,P035,3,460.91
OI013657,O06544,P032,2,332.9
OI013658,O03678,P018,3,411.57
OI013659,O03785,P050,3,134.82
OI013660,O02586,P048,2,148.8
OI013661,O07672,P045,2,127.95
OI013662,O03991,P039,3,463.69
OI013663,O02281,P011,2,288.91
OI013664,O06636,P007,2,367.49
OI013665,O07517,P020,3,314.35
OI013666,O02007,P041,3,27.35
OI013667,O00628,P014,1,385.11
OI013668,O02248,P004,2,32.68
OI013669,O05300,P021,3,138.44
OI013670,O04133,P039,2,463.69
OI013671,O05625,P030,1,307.18
OI013672,O06534,P012,1,77.76
OI013673,O06675,P044,2,459.43
OI013674,O02839,P026,2,72.75
OI013675,O03505,P027,3,289.15
OI013676,O00878,P026,1,72.75
OI013677,O01965,P025,2,113.89
OI013678,O05969,P050,3,134.82
OI013679,O03320,P043,2,168.2
OI013680,O03653,P006,3,150.34
OI013681,O00696,P005,1,87.63
OI013682,O02361,P045,3,127.95
OI013683,O03075,P038,1,452.1
OI013684,O02824,P050,1,134.82
OI013685,O05030,P030,3,307.18
OI013686,O01882,P026,3,72.75
OI013687,O02606,P012,2,77.76
OI013688,O01829,P043,1,168.2
OI013689,O02329,P033,2,148.91
OI013690,O01254,P026,3,72.75
OI013691,O06371,P002,2,108.31
OI013692,O01663,P031,2,338.07
OI013693,O04612,P031,3,338.07
OI013694,O00157,P027,3,289.15
OI013695,O06018,P002,1,108.31
OI013696,O02214,P047,3,57.61
OI013697,O04985,P028,2,195.09
OI013698,O03110,P025,2,113.89
OI013699,O01902,P039,3,463.69
OI013700,O05996,P004,1,32.68
OI013701,O07988,P024,3,46.67
OI013702,O06570,P025,3,113.89
OI013703,O04560,P016,2,181.07
OI013704,O02426,P027,2,289.15
OI013705,O07499,P006,3,150.34
OI013706,O04012,P025,1,113.89
OI013707,O06264,P018,2,411.57
OI013708,O00588,P040,1,49.2
OI013709,O07695,P026,1,72.75
OI013710,O04036,P026,2,72.75
OI013711,O00439,P017,3,129.35
OI013712,O04764,P003,1,118.59
OI013713,O06876,P048,1,148.8
OI013714,O05609,P040,2,49.2
OI013715,O01024,P011,2,288.91
OI013716,O02571,P028,1,195.09
OI013717,O01063,P006,3,150.34
OI013718,O05589,P034,1,409.57
OI013719,O07239,P039,1,463.69
OI013720,O06249,P011,1,288.91
OI013721,O00548,P026,3,72.75
OI013722,O03468,P046,1,434.05
OI013723,O05116,P050,3,134.82
OI013724,O01092,P032,2,332.9
OI013725,O06104,P005,3,87.63
OI013726,O04537,P021,1,138.44
OI013727,O07951,P025,2,113.89
OI013728,O02387,P013,1,393.87
OI013729,O03292,P028,3,195.09
OI013730,O00747,P046,3,434.05
OI013731,O05020,P037,1,33.11
OI013732,O07655,P043,2,168.2
OI013733,O03919,P013,1,393.87
OI013734,O07600,P030,3,307.18
OI013735,O04639,P041,2,27.35
OI013736,O05105,P002,1,108.31
OI013737,O00241,P031,3,338.07
OI013738,O03011,P032,2,332.9
OI013739,O06190,P049,2,487.24
OI013740,O01093,P015,3,171.09
